글자수,단어,타워 명칭,티어,카테고리,필요 자모 순서 (조합 공식),음절 분절 구조,공격력,사거리,공격속도,특수 효과 상세 설명,에셋 파일 경로
2글자,패기,패기 (위압/적공격무력),2티어 (상위),skill,ㅍ + ㅏ + ㅣ + ㄱ + ㅣ,[ㅍㅏㅣ] ➔ [ㄱㅣ],28,180 px,0.68 초,[2글자 상위 타워] 패왕의 위압감으로 적들을 짓눌러 28 피해 및 1초간 이동을 정지시킵니다.,res://assets/06_버프_유틸/ki_기/ki_1_32px_pastel.png
2글자,필살,필살 (극의/일격필살),2티어 (상위),skill,ㅍ + ㅣ + ㄹ + ㅅ + ㅏ + ㄹ,[ㅍㅣㄹ] ➔ [ㅅㅏㄹ],36,180 px,0.68 초,[2글자 상위 타워] 일격필살의 오의를 펼쳐 36의 치명적인 단일 피해를 입힙니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
2글자,함성,함성 (포효/전장의함성),2티어 (상위),skill,ㅎ + ㅏ + ㅁ + ㅅ + ㅓ + ㅇ,[ㅎㅏㅁ] ➔ [ㅅㅓㅇ],29,180 px,0.68 초,[2글자 상위 타워] 우렁찬 전장의 함성으로 29 광역 음파 충격을 가합니다.,res://assets/06_버프_유틸/drum_북/drum_1_32px_pastel.png
2글자,환상,환상 (신기루/환영분신),2티어 (상위),skill,ㅎ + ㅗ + ㅏ + ㄴ + ㅅ + ㅏ + ㅇ,[ㅎㅗㅏㄴ] ➔ [ㅅㅏㅇ],26,180 px,0.68 초,[2글자 상위 타워] 환영 분신을 만들어 적들을 현혹하고 26 피해를 입힙니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
2글자,환호,환호 (사기/환호성),2티어 (상위),skill,ㅎ + ㅗ + ㅏ + ㄴ + ㅎ + ㅗ,[ㅎㅗㅏㄴ] ➔ [ㅎㅗ],27,180 px,0.68 초,[2글자 상위 타워] 아군의 사기를 드높이는 환호성으로 27 피해 및 전 타워 공속을 버프합니다.,res://assets/06_버프_유틸/drum_북/drum_1_32px_pastel.png
2글자,황금,황금 (골드/황금벼락),2티어 (상위),skill,ㅎ + ㅗ + ㅏ + ㅇ + ㄱ + ㅡ + ㅁ,[ㅎㅗㅏㅇ] ➔ [ㄱㅡㅁ],22,180 px,0.68 초,[2글자 상위 타워] 황금빛 벼락을 내리쳐 22 피해 및 처치 시 골드 드롭량을 2.5배로 늘립니다.,res://assets/06_버프_유틸/mana_능/mana_1_32px_pastel.png
2글자,거미,거미 (독거미/거미줄),2티어 (상위),summon,ㄱ + ㅓ + ㅁ + ㅣ,[ㄱㅓ] ➔ [ㅁㅣ],20,170 px,0.85 초,[2글자 상위 타워] 끈끈한 거미줄과 맹독을 뿜어 20 피해 및 60% 슬로우를 겁니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,골렘,골렘 (바위거인/지면타격),2티어 (상위),summon,ㄱ + ㅗ + ㄹ + ㄹ + ㅓ + ㅣ + ㅁ,[ㄱㅗㄹ] ➔ [ㄹㅓㅣㅁ],30,170 px,0.85 초,[2글자 상위 타워] 바위 골렘이 지면을 내리쳐 30 물리 광역 피해 및 기절을 일으킵니다.,res://assets/04_생물_소환/golem_골렘/golem_1_32px_pastel.png
2글자,괴물,괴물 (이형/거대촉수),2티어 (상위),summon,ㄱ + ㅗ + ㅣ + ㅁ + ㅜ + ㄹ,[ㄱㅗㅣ] ➔ [ㅁㅜㄹ],29,170 px,0.85 초,[2글자 상위 타워] 이형의 거대 촉수를 휘둘러 29 광역 타격을 입힙니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,괴수,괴수 (거대마수/포효),2티어 (상위),summon,ㄱ + ㅗ + ㅣ + ㅅ + ㅜ,[ㄱㅗㅣ] ➔ [ㅅㅜ],31,170 px,0.85 초,[2글자 상위 타워] 거대 괴수의 포효로 전방의 모든 적에게 31의 혼돈 피해를 입힙니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,귀신,귀신 (원혼/빙의저주),2티어 (상위),summon,ㄱ + ㅜ + ㅣ + ㅅ + ㅣ + ㄴ,[ㄱㅜㅣ] ➔ [ㅅㅣㄴ],24,170 px,0.85 초,[2글자 상위 타워] 원혼의 저주를 내려 24 피해 및 적 공격력을 40% 약화시킵니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,늑대,늑대 (야수/연속도약),2티어 (상위),summon,ㄴ + ㅡ + ㄱ + ㄷ + ㅏ + ㅣ,[ㄴㅡㄱ] ➔ [ㄷㅏㅣ],23,170 px,0.85 초,[2글자 상위 타워] 사나운 늑대를 소환하여 23의 날카로운 이빨로 물어뜯습니다.,res://assets/04_생물_소환/wolf_늑/wolf_1_32px_pastel.png
2글자,마수,마수 (마물/암흑발톱),2티어 (상위),summon,ㅁ + ㅏ + ㅅ + ㅜ,[ㅁㅏ] ➔ [ㅅㅜ],27,170 px,0.85 초,[2글자 상위 타워] 포악한 마수를 불러내어 27의 어둠 발톱 공격을 가합니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,망령,망령 (유령/공포비명),2티어 (상위),summon,ㅁ + ㅏ + ㅇ + ㄹ + ㅕ + ㅇ,[ㅁㅏㅇ] ➔ [ㄹㅕㅇ],25,170 px,0.85 초,[2글자 상위 타워] 망령의 날카로운 비명으로 25 정신 피해 및 적들을 1초간 공포에 빠뜨립니다.,res://assets/04_생물_소환/spirit_정령/spirit_1_32px_pastel.png
2글자,사자,사자 (백수의왕/사자후),2티어 (상위),summon,ㅅ + ㅏ + ㅈ + ㅏ,[ㅅㅏ] ➔ [ㅈㅏ],29,170 px,0.85 초,[2글자 상위 타워] 천지를 뒤흔드는 사자후를 내질러 29 광역 음파 피해 및 공포를 겁니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,악어,악어 (파충/데스로우),2티어 (상위),summon,ㅇ + ㅏ + ㄱ + ㅇ + ㅓ,[ㅇㅏㄱ] ➔ [ㅇㅓ],28,170 px,0.85 초,[2글자 상위 타워] 거대한 악어의 턱으로 적을 물고 회전하여 28 피해를 가합니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,여우,여우 (요호/여우불),2티어 (상위),summon,ㅇ + ㅕ + ㅇ + ㅜ,[ㅇㅕ] ➔ [ㅇㅜ],22,170 px,0.85 초,[2글자 상위 타워] 푸른 여우불 3개를 날려 22의 마법 화염 피해를 가합니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,요괴,요괴 (환술/혼돈술),2티어 (상위),summon,ㅇ + ㅛ + ㄱ + ㅗ + ㅣ,[ㅇㅛ] ➔ [ㄱㅗㅣ],26,170 px,0.85 초,[2글자 상위 타워] 요괴의 환술로 적들의 경로를 헝클어뜨리며 26 혼돈 피해를 줍니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,요정,요정 (빛의요정/신성탄),2티어 (상위),summon,ㅇ + ㅛ + ㅈ + ㅓ + ㅇ,[ㅇㅛ] ➔ [ㅈㅓㅇ],22,170 px,0.85 초,[2글자 상위 타워] 빛의 요정이 22 신성 유도탄을 쏘며 아군 공속을 +20% 버프합니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,익룡,익룡 (비행수/바람칼날),2티어 (상위),summon,ㅇ + ㅣ + ㄱ + ㄹ + ㅛ + ㅇ,[ㅇㅣㄱ] ➔ [ㄹㅛㅇ],25,170 px,0.85 초,[2글자 상위 타워] 하늘을 날며 거대한 날개 바람으로 25 풍속 관통 피해를 줍니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,전갈,전갈 (맹독/독침찌르기),2티어 (상위),summon,ㅈ + ㅓ + ㄴ + ㄱ + ㅏ + ㄹ,[ㅈㅓㄴ] ➔ [ㄱㅏㄹ],24,170 px,0.85 초,[2글자 상위 타워] 날카로운 전갈 꼬리로 24 피해 및 초당 7의 치명상을 입힙니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,정령,정령 (원소/정령탄),2티어 (상위),summon,ㅈ + ㅓ + ㅇ + ㄹ + ㅕ + ㅇ,[ㅈㅓㅇ] ➔ [ㄹㅕㅇ],24,170 px,0.85 초,[2글자 상위 타워] 원소 정령이 24의 순수한 마력 구체를 날려 적을 타격합니다.,res://assets/04_생물_소환/spirit_정령/spirit_1_32px_pastel.png
2글자,표범,표범 (맹수/초고속기습),2티어 (상위),summon,ㅍ + ㅛ + ㅂ + ㅓ + ㅁ,[ㅍㅛ] ➔ [ㅂㅓㅁ],26,170 px,0.85 초,[2글자 상위 타워] 바람처럼 빠른 표범의 발톱으로 26 피해를 순식간에 입힙니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,해골,해골 (언데드/뼈창투척),2티어 (상위),summon,ㅎ + ㅏ + ㅣ + ㄱ + ㅗ + ㄹ,[ㅎㅏㅣ] ➔ [ㄱㅗㄹ],21,170 px,0.85 초,[2글자 상위 타워] 해골 병사가 21의 날카로운 뼈창을 던져 관통 피해를 입힙니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,호랑,호랑 (맹호/호포),2티어 (상위),summon,ㅎ + ㅗ + ㄹ + ㅏ + ㅇ,[ㅎㅗ] ➔ [ㄹㅏㅇ],28,170 px,0.85 초,[2글자 상위 타워] 맹호의 기백으로 전방을 덮쳐 28 물리 분쇄 피해를 입힙니다.,res://assets/04_생물_소환/tiger_호/tiger_1_32px_pastel.png
2글자,황소,황소 (우각/돌진격돌),2티어 (상위),summon,ㅎ + ㅗ + ㅏ + ㅇ + ㅅ + ㅗ,[ㅎㅗㅏㅇ] ➔ [ㅅㅗ],27,170 px,0.85 초,[2글자 상위 타워] 성난 황소의 돌진으로 27 피해 및 적들을 시원하게 날려버립니다.,res://assets/04_생물_소환/bull_소/bull_1_32px_pastel.png
2글자,강습,강습 (급습/공중강습),2티어 (상위),weapon,ㄱ + ㅏ + ㅇ + ㅅ + ㅡ + ㅂ,[ㄱㅏㅇ] ➔ [ㅅㅡㅂ],29,180 px,0.55 초,[2글자 상위 타워] 공중에서 적진 한가운데로 강습하여 29 광역 분쇄를 일으킵니다.,res://assets/01_무기_공격/strike_일/strike_1_32px_pastel.png
2글자,거검,거검 (중검/대지분쇄),2티어 (상위),weapon,ㄱ + ㅓ + ㄱ + ㅓ + ㅁ,[ㄱㅓ] ➔ [ㄱㅓㅁ],32,180 px,0.55 초,[2글자 상위 타워] 육중한 거검으로 땅을 내리쳐 32의 파괴적인 충격파를 발생시킵니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
2글자,검술,검술 (도검/연속베기),2티어 (상위),weapon,ㄱ + ㅓ + ㅁ + ㅅ + ㅜ + ㄹ,[ㄱㅓㅁ] ➔ [ㅅㅜㄹ],26,180 px,0.55 초,[2글자 상위 타워] 화려한 2연속 참격을 펼쳐 적들에게 26의 물리 피해를 입힙니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
2글자,격멸,격멸 (소탕/섬멸사격),2티어 (상위),weapon,ㄱ + ㅕ + ㄱ + ㅁ + ㅕ + ㄹ,[ㄱㅕㄱ] ➔ [ㅁㅕㄹ],34,180 px,0.55 초,[2글자 상위 타워] 적 무리를 일거에 격멸하는 34의 섬멸 탄환을 발사합니다.,res://assets/01_무기_공격/gun_총/gun_1_32px_pastel.png
2글자,격투,격투 (권법/충격타),2티어 (상위),weapon,ㄱ + ㅕ + ㄱ + ㅌ + ㅜ,[ㄱㅕㄱ] ➔ [ㅌㅜ],23,180 px,0.55 초,[2글자 상위 타워] 단단한 권법 연격으로 23 피해와 함께 적을 뒤로 튕겨냅니다.,res://assets/01_무기_공격/fist_권/fist_1_32px_pastel.png
2글자,격파,격파 (강타/방벽파괴),2티어 (상위),weapon,ㄱ + ㅕ + ㄱ + ㅍ + ㅏ,[ㄱㅕㄱ] ➔ [ㅍㅏ],28,180 px,0.55 초,[2글자 상위 타워] 적의 전열을 무너뜨리는 강력한 파괴타로 28 피해를 입힙니다.,res://assets/01_무기_공격/iron_쇠/iron_1_32px_pastel.png
2글자,관통,관통 (투창/직선관통),2티어 (상위),weapon,ㄱ + ㅗ + ㅏ + ㄴ + ㅌ + ㅗ + ㅇ,[ㄱㅗㅏㄴ] ➔ [ㅌㅗㅇ],27,180 px,0.55 초,[2글자 상위 타워] 일직선상 모든 적을 꿰뚫는 강력한 투창으로 27 피해를 줍니다.,res://assets/01_무기_공격/spear_창/spear_1_32px_pastel.png
2글자,난격,난격 (연타/폭풍난타),2티어 (상위),weapon,ㄴ + ㅏ + ㄴ + ㄱ + ㅕ + ㄱ,[ㄴㅏㄴ] ➔ [ㄱㅕㄱ],28,180 px,0.55 초,[2글자 상위 타워] 폭풍 같은 주먹 난타로 28 다단히트 피해를 쏟아붓습니다.,res://assets/01_무기_공격/fist_권/fist_1_32px_pastel.png
2글자,난무,난무 (무술/광란타격),2티어 (상위),weapon,ㄴ + ㅏ + ㄴ + ㅁ + ㅜ,[ㄴㅏㄴ] ➔ [ㅁㅜ],28,180 px,0.55 초,[2글자 상위 타워] 전방에 무자비한 난무를 펼쳐 28 다단히트 피해를 쏟아붓습니다.,res://assets/01_무기_공격/fist_권/fist_1_32px_pastel.png
2글자,단검,단검 (암살/급소찌르기),2티어 (상위),weapon,ㄷ + ㅏ + ㄴ + ㄱ + ㅓ + ㅁ,[ㄷㅏㄴ] ➔ [ㄱㅓㅁ],24,180 px,0.55 초,[2글자 상위 타워] 적의 약점을 찔러 24의 치명적인 암살 피해를 입힙니다.,res://assets/01_무기_공격/blade_도/blade_1_32px_pastel.png
2글자,돌격,돌격 (전진/돌파타격),2티어 (상위),weapon,ㄷ + ㅗ + ㄹ + ㄱ + ㅕ + ㄱ,[ㄷㅗㄹ] ➔ [ㄱㅕㄱ],26,180 px,0.55 초,[2글자 상위 타워] 적진으로 거침없이 돌격하여 26 피해 및 광역 경직을 일으킵니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
2글자,마검,마검 (저주검/영혼베기),2티어 (상위),weapon,ㅁ + ㅏ + ㄱ + ㅓ + ㅁ,[ㅁㅏ] ➔ [ㄱㅓㅁ],33,180 px,0.55 초,[2글자 상위 타워] 피를 갈구하는 마검으로 적의 영혼을 베어 33 암흑 피해를 줍니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
2글자,매화,매화 (꽃잎/선혈검),2티어 (상위),weapon,ㅁ + ㅏ + ㅣ + ㅎ + ㅗ + ㅏ,[ㅁㅏㅣ] ➔ [ㅎㅗㅏ],25,180 px,0.55 초,[2글자 상위 타워] 흩날리는 매화 꽃잎처럼 화려한 25 참격을 펼칩니다.,res://assets/01_무기_공격/blade_도/blade_1_32px_pastel.png
2글자,맹공,맹공 (연타/노도),2티어 (상위),weapon,ㅁ + ㅏ + ㅣ + ㅇ + ㄱ + ㅗ + ㅇ,[ㅁㅏㅣㅇ] ➔ [ㄱㅗㅇ],30,180 px,0.55 초,[2글자 상위 타워] 노도와 같은 맹공으로 적들을 쉴 새 없이 몰아붙여 30 피해를 가합니다.,res://assets/01_무기_공격/strike_일/strike_1_32px_pastel.png
2글자,백발,백발 (백발백중/명궁),2티어 (상위),weapon,ㅂ + ㅏ + ㅣ + ㄱ + ㅂ + ㅏ + ㄹ,[ㅂㅏㅣㄱ] ➔ [ㅂㅏㄹ],28,180 px,0.55 초,[2글자 상위 타워] 백발백중의 신궁 사격으로 28의 치명적 관통탄을 쏩니다.,res://assets/01_무기_공격/bow_활/bow_1_32px_pastel.png
2글자,보검,보검 (보물검/보석참격),2티어 (상위),weapon,ㅂ + ㅗ + ㄱ + ㅓ + ㅁ,[ㅂㅗ] ➔ [ㄱㅓㅁ],30,180 px,0.55 초,[2글자 상위 타워] 보석이 박힌 보검으로 30 피해 및 추가 골드를 획득합니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
2글자,분쇄,분쇄 (파쇄/방어관통),2티어 (상위),weapon,ㅂ + ㅜ + ㄴ + ㅅ + ㅗ + ㅐ,[ㅂㅜㄴ] ➔ [ㅅㅗㅐ],29,180 px,0.55 초,[2글자 상위 타워] 적의 방어구를 박살내며 29의 묵직한 분쇄 피해를 가합니다.,res://assets/01_무기_공격/axe_도끼/axe_1_32px_pastel.png
2글자,비검,비검 (어검/비상검기),2티어 (상위),weapon,ㅂ + ㅣ + ㄱ + ㅓ + ㅁ,[ㅂㅣ] ➔ [ㄱㅓㅁ],27,180 px,0.55 초,[2글자 상위 타워] 공중을 가르는 비검을 날려 원거리의 적을 27 피해로 관통합니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
2글자,비도,비도 (투척/표창난사),2티어 (상위),weapon,ㅂ + ㅣ + ㄷ + ㅗ,[ㅂㅣ] ➔ [ㄷㅗ],21,180 px,0.55 초,[2글자 상위 타워] 날카로운 비도 4자루를 사방으로 투척하여 다수의 적을 요격합니다.,res://assets/01_무기_공격/blade_도/blade_1_32px_pastel.png
2글자,사격,사격 (원거리/정밀저격),2티어 (상위),weapon,ㅅ + ㅏ + ㄱ + ㅕ + ㄱ,[ㅅㅏ] ➔ [ㄱㅕㄱ],26,180 px,0.55 초,[2글자 상위 타워] 초정밀 사격으로 적의 헤드샷을 노려 26 관통 피해를 입힙니다.,res://assets/01_무기_공격/gun_총/gun_1_32px_pastel.png
2글자,섬멸,섬멸 (일소/전장청소),2티어 (상위),weapon,ㅅ + ㅓ + ㅁ + ㅁ + ㅕ + ㄹ,[ㅅㅓㅁ] ➔ [ㅁㅕㄹ],35,180 px,0.55 초,[2글자 상위 타워] 전장의 적들을 일소하는 35의 강력한 파괴 광선을 쏩니다.,res://assets/01_무기_공격/cannon_포/cannon_1_32px_pastel.png
2글자,소탕,소탕 (청소/광역제압),2티어 (상위),weapon,ㅅ + ㅗ + ㅌ + ㅏ + ㅇ,[ㅅㅗ] ➔ [ㅌㅏㅇ],27,180 px,0.55 초,[2글자 상위 타워] 전방의 잔챙이들을 27 광역 공격으로 말끔히 소탕합니다.,res://assets/01_무기_공격/spear_창/spear_1_32px_pastel.png
2글자,습격,습격 (기습/어둠습격),2티어 (상위),weapon,ㅅ + ㅡ + ㅂ + ㄱ + ㅕ + ㄱ,[ㅅㅡㅂ] ➔ [ㄱㅕㄱ],27,180 px,0.55 초,[2글자 상위 타워] 어둠 속에서 불시에 습격하여 27의 기습 치명타를 입힙니다.,res://assets/01_무기_공격/blade_도/blade_1_32px_pastel.png
2글자,신검,신검 (전설검/빛의검기),2티어 (상위),weapon,ㅅ + ㅣ + ㄴ + ㄱ + ㅓ + ㅁ,[ㅅㅣㄴ] ➔ [ㄱㅓㅁ],34,180 px,0.55 초,[2글자 상위 타워] 전설의 신검에서 뿜어져 나오는 34의 눈부신 성검기를 날립니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
2글자,쌍검,쌍검 (난무/초고속),2티어 (상위),weapon,ㅅ + ㅅ + ㅏ + ㅇ + ㄱ + ㅓ + ㅁ,[ㅅㅅㅏㅇ] ➔ [ㄱㅓㅁ],22,180 px,0.55 초,[2글자 상위 타워] 두 자루의 검으로 초당 3회 이상의 연속 참격을 퍼붓습니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
2글자,암기,암기 (독침/맹독암기),2티어 (상위),weapon,ㅇ + ㅏ + ㅁ + ㄱ + ㅣ,[ㅇㅏㅁ] ➔ [ㄱㅣ],20,180 px,0.55 초,[2글자 상위 타워] 독이 묻은 은침을 연사하여 20 피해 및 중독(초당 6 피해)을 겁니다.,res://assets/01_무기_공격/spike_못/spike_1_32px_pastel.png
2글자,압살,압살 (압축/지면압살),2티어 (상위),weapon,ㅇ + ㅏ + ㅂ + ㅅ + ㅏ + ㄹ,[ㅇㅏㅂ] ➔ [ㅅㅏㄹ],32,180 px,0.55 초,[2글자 상위 타워] 적을 바닥으로 짓눌러 32의 파괴적인 압살 피해를 줍니다.,res://assets/01_무기_공격/mace_골/mace_1_32px_pastel.png
2글자,일격,일격 (필살/혼신의일격),2티어 (상위),weapon,ㅇ + ㅣ + ㄹ + ㄱ + ㅕ + ㄱ,[ㅇㅣㄹ] ➔ [ㄱㅕㄱ],35,180 px,0.55 초,[2글자 상위 타워] 혼신의 기력을 모아 35의 압도적인 단일 치명타를 작렬합니다.,res://assets/01_무기_공격/strike_일/strike_1_32px_pastel.png
2글자,장검,장검 (검술/회전베기),2티어 (상위),weapon,ㅈ + ㅏ + ㅇ + ㄱ + ㅓ + ㅁ,[ㅈㅏㅇ] ➔ [ㄱㅓㅁ],25,180 px,0.55 초,[2글자 상위 타워] 긴 칼날을 크게 휘둘러 주변 적들에게 25의 광역 베기 피해를 가합니다.,res://assets/01_무기_공격/sword_검/sword_1_32px_pastel.png
2글자,절단,절단 (예기/단면절단),2티어 (상위),weapon,ㅈ + ㅓ + ㄹ + ㄷ + ㅏ + ㄴ,[ㅈㅓㄹ] ➔ [ㄷㅏㄴ],29,180 px,0.55 초,[2글자 상위 타워] 극상의 예리함으로 적의 신체를 29 피해로 단숨에 절단합니다.,res://assets/01_무기_공격/scythe_낫/scythe_1_32px_pastel.png
2글자,참격,참격 (검기/초승달검기),2티어 (상위),weapon,ㅊ + ㅏ + ㅁ + ㄱ + ㅕ + ㄱ,[ㅊㅏㅁ] ➔ [ㄱㅕㄱ],25,180 px,0.55 초,[2글자 상위 타워] 초승달 모양의 푸른 검기를 날려 경로 상의 모든 적을 베어냅니다.,res://assets/01_무기_공격/wind_slash_삭/wind_slash_1_32px_pastel.png
2글자,창술,창술 (장창/연속찌르기),2티어 (상위),weapon,ㅊ + ㅏ + ㅇ + ㅅ + ㅜ + ㄹ,[ㅊㅏㅇ] ➔ [ㅅㅜㄹ],26,180 px,0.55 초,[2글자 상위 타워] 화려한 창술로 전방 3개 라인의 적을 26 피해로 꿰뚫습니다.,res://assets/01_무기_공격/spear_창/spear_1_32px_pastel.png
2글자,철퇴,철퇴 (강타/광역기절),2티어 (상위),weapon,ㅊ + ㅓ + ㄹ + ㅌ + ㅗ + ㅣ,[ㅊㅓㄹ] ➔ [ㅌㅗㅣ],27,180 px,0.55 초,[2글자 상위 타워] 가시 박힌 거대 철퇴를 휘둘러 27 피해 및 1초간 기절시킵니다.,res://assets/01_무기_공격/mace_골/mace_1_32px_pastel.png
2글자,투석,투석 (공성/거석투척),2티어 (상위),weapon,ㅌ + ㅜ + ㅅ + ㅓ + ㄱ,[ㅌㅜ] ➔ [ㅅㅓㄱ],28,180 px,0.55 초,[2글자 상위 타워] 거대한 투석기로 바위를 날려 착탄 지점에 28의 광역 폭발을 일으킵니다.,res://assets/01_무기_공격/flail_추/flail_1_32px_pastel.png
2글자,파괴,파괴 (붕괴/구조파괴),2티어 (상위),weapon,ㅍ + ㅏ + ㄱ + ㅗ + ㅣ,[ㅍㅏ] ➔ [ㄱㅗㅣ],31,180 px,0.55 초,[2글자 상위 타워] 적의 진형을 완전히 붕괴시키며 31 파쇄 피해를 입힙니다.,res://assets/01_무기_공격/axe_도끼/axe_1_32px_pastel.png
2글자,포격,포격 (집중포화/함포사격),2티어 (상위),weapon,ㅍ + ㅗ + ㄱ + ㅕ + ㄱ,[ㅍㅗ] ➔ [ㄱㅕㄱ],33,180 px,0.55 초,[2글자 상위 타워] 화력 집중 포격을 퍼부어 33의 무자비한 폭격을 가합니다.,res://assets/01_무기_공격/cannon_포/cannon_1_32px_pastel.png
2글자,화살,화살 (원거리/저격),2티어 (상위),weapon,ㅎ + ㅗ + ㅏ + ㅅ + ㅏ + ㄹ,[ㅎㅗㅏ] ➔ [ㅅㅏㄹ],22,180 px,0.55 초,[2글자 상위 타워] 사거리 220px의 초장거리에서 22의 정확한 저격 화살을 연속 발사합니다.,res://assets/01_무기_공격/bow_활/bow_1_32px_pastel.png
2글자,화포,화포 (함포/대포연사),2티어 (상위),weapon,ㅎ + ㅗ + ㅏ + ㅍ + ㅗ,[ㅎㅗㅏ] ➔ [ㅍㅗ],31,180 px,0.55 초,[2글자 상위 타워] 육중한 화포를 연속 발사하여 31의 파괴적인 포격을 쏟아붓습니다.,res://assets/01_무기_공격/cannon_포/cannon_1_32px_pastel.png
2글자,흑철,흑철 (흑철괴/암석분쇄),2티어 (상위),weapon,ㅎ + ㅡ + ㄱ + ㅊ + ㅓ + ㄹ,[ㅎㅡㄱ] ➔ [ㅊㅓㄹ],28,180 px,0.55 초,[2글자 상위 타워] 무거운 흑철 둔기로 적의 뼈를 부수며 28 피해를 가합니다.,res://assets/01_무기_공격/iron_쇠/iron_1_32px_pastel.png
3글자,금강석,금강석 (신화/다이아몬드),3티어 (신화),defense,ㄱ + ㅡ + ㅁ + ㄱ + ㅏ + ㅇ + ㅅ + ㅓ + ㄱ,[ㄱㅡㅁ] ➔ [ㄱㅏㅇ] ➔ [ㅅㅓㄱ],55,190 px,0.66 초,[3글자 신화 타워] 절대 부서지지 않는 금강석 장벽으로 55 피해 및 기지 완벽 방어를 구축합니다.,res://assets/02_방어_장비/armor_갑/armor_1_32px_pastel.png
3글자,무적탑,무적탑 (신화/무적의요새),3티어 (신화),defense,ㅁ + ㅜ + ㅈ + ㅓ + ㄱ + ㅌ + ㅏ + ㅂ,[ㅁㅜ] ➔ [ㅈㅓㄱ] ➔ [ㅌㅏㅂ],50,190 px,0.66 초,[3글자 신화 타워] 절대 무적의 방어 탑에서 50의 연속 방어포를 난사합니다.,res://assets/02_방어_장비/castle_성/castle_1_32px_pastel.png
3글자,보호막,보호막 (실드/피해흡수),3티어 (신화),defense,ㅂ + ㅗ + ㅎ + ㅗ + ㅁ + ㅏ + ㄱ,[ㅂㅗ] ➔ [ㅎㅗ] ➔ [ㅁㅏㄱ],25,190 px,0.66 초,[2글자 상위 타워] 푸른 보호막을 전개하여 25 피해 및 기지 피해를 방어합니다.,res://assets/02_방어_장비/guard_완/guard_1_32px_pastel.png
3글자,성기사,성기사 (신화/신의수호자),3티어 (신화),defense,ㅅ + ㅓ + ㅇ + ㄱ + ㅣ + ㅅ + ㅏ,[ㅅㅓㅇ] ➔ [ㄱㅣ] ➔ [ㅅㅏ],50,190 px,0.66 초,[3글자 신화 타워] 50의 신성 철퇴 강타와 함께 전 타워에 피해 감소 보호막을 부여합니다.,res://assets/02_방어_장비/shield_방/shield_1_32px_pastel.png
3글자,성벽탑,성벽탑 (신화/요새방어탑),3티어 (신화),defense,ㅅ + ㅓ + ㅇ + ㅂ + ㅕ + ㄱ + ㅌ + ㅏ + ㅂ,[ㅅㅓㅇ] ➔ [ㅂㅕㄱ] ➔ [ㅌㅏㅂ],52,190 px,0.66 초,[3글자 신화 타워] 난공불락의 성벽 탑에서 52의 거대 볼트를 일제 발사합니다.,res://assets/02_방어_장비/castle_성/castle_1_32px_pastel.png
3글자,수호자,수호자 (가호/수호결계),3티어 (신화),defense,ㅅ + ㅜ + ㅎ + ㅗ + ㅈ + ㅏ,[ㅅㅜ] ➔ [ㅎㅗ] ➔ [ㅈㅏ],28,190 px,0.66 초,[2글자 상위 타워] 수호자의 신성한 방패로 28 피해 및 아군을 보호합니다.,res://assets/02_방어_장비/shield_방/shield_1_32px_pastel.png
3글자,신수호,신수호 (신화/신의가호),3티어 (신화),defense,ㅅ + ㅣ + ㄴ + ㅅ + ㅜ + ㅎ + ㅗ,[ㅅㅣㄴ] ➔ [ㅅㅜ] ➔ [ㅎㅗ],54,190 px,0.66 초,[3글자 신화 타워] 신의 가호가 깃든 성스러운 방패로 54 피해 및 적들을 멀리 튕겨냅니다.,res://assets/02_방어_장비/shield_방/shield_1_32px_pastel.png
